"File";"NEF";"TIFF";"Date Created";"Date Modified";"File Size";"Image Size";"Date Shot";"Time Zone and Date";"Image Quality";"Artist";"Copyright";"Image Comment";"Device";"Lens";"Focal Length";"Focus Mode";"AF-Area Mode";"VR";"AF Fine Tune";"Aperture";"Shutter Speed";"Exposure Mode";"Exposure Comp.";"Exposure Tuning";"Metering";"ISO Sensitivity";"Flash Device";"Flash Sync Mode";"Flash Mode";"White Balance";"Color Space";"High ISO NR";"Long Exposure NR";"Active D-Lighting";"Image Authentication";"Vignette Control";"Auto Distortion Control";"Picture Control";"Base";"Quick Adjust";"Sharpening";"Contrast";"Brightness";"Saturation";"Hue";"Filter Effects";"Toning";"Optimize Image";"Color Mode";"Tone Comp.";"Hue Adjustment";"Saturation";"Sharpening";"Latitude";"Longitude";"Altitude";"Altitude Reference";"Heading";"UTC";"Map Datum";"Scene Mode";"Keywords"
"r2876a4bdt";"http://193.205.194.113/RAISE/NEF/r2876a4bdt.NEF";"http://193.205.194.113/RAISE/TIFF/r2876a4bdt.TIF";"9/21/2014 12:22";"9/8/2013 12:49";"19.6 MB";"L (4928 x 3264)";"49:45.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"29mm";"Manual";"Single";"ON";"OFF";"f/4";"1/80s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r231f7506t";"http://193.205.194.113/RAISE/NEF/r231f7506t.NEF";"http://193.205.194.113/RAISE/TIFF/r231f7506t.TIF";"9/21/2014 12:25";"9/8/2013 13:06";"20.0 MB";"L (4928 x 3264)";"06:34.0";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/9";"1/50s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"re609d83bt";"http://193.205.194.113/RAISE/NEF/re609d83bt.NEF";"http://193.205.194.113/RAISE/TIFF/re609d83bt.TIF";"9/21/2014 12:26";"9/8/2013 13:17";"21.2 MB";"L (4928 x 3264)";"17:42.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/3.5";"1/40s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manual";"nature; outdoor"
"r43793717t";"http://193.205.194.113/RAISE/NEF/r43793717t.NEF";"http://193.205.194.113/RAISE/TIFF/r43793717t.TIF";"9/21/2014 12:26";"9/8/2013 13:17";"21.4 MB";"L (4928 x 3264)";"17:52.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/3.5";"1/50s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manual";"nature; outdoor"
"rc9aa6f2ft";"http://193.205.194.113/RAISE/NEF/rc9aa6f2ft.NEF";"http://193.205.194.113/RAISE/TIFF/rc9aa6f2ft.TIF";"9/21/2014 12:27";"9/8/2013 13:18";"21.1 MB";"L (4928 x 3264)";"18:24.0";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/100s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manual";"nature; outdoor"
"r9f3b9a9et";"http://193.205.194.113/RAISE/NEF/r9f3b9a9et.NEF";"http://193.205.194.113/RAISE/TIFF/r9f3b9a9et.TIF";"9/21/2014 12:27";"9/8/2013 13:18";"20.8 MB";"L (4928 x 3264)";"18:42.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/100s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manual";"nature; outdoor"
"rde20907dt";"http://193.205.194.113/RAISE/NEF/rde20907dt.NEF";"http://193.205.194.113/RAISE/TIFF/rde20907dt.TIF";"9/21/2014 12:27";"9/22/2013 9:50";"21.6 MB";"L (4928 x 3264)";"50:58.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/40s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r91fb38dct";"http://193.205.194.113/RAISE/NEF/r91fb38dct.NEF";"http://193.205.194.113/RAISE/TIFF/r91fb38dct.TIF";"9/21/2014 12:28";"9/22/2013 10:00";"22.9 MB";"L (4928 x 3264)";"00:55.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/6.3";"1/125s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r90f6d4f0t";"http://193.205.194.113/RAISE/NEF/r90f6d4f0t.NEF";"http://193.205.194.113/RAISE/TIFF/r90f6d4f0t.TIF";"9/21/2014 12:29";"9/22/2013 10:11";"21.9 MB";"L (4928 x 3264)";"11:51.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"Manual";"Single";"ON";"OFF";"f/8";"1/60s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"ra5a0ee23t";"http://193.205.194.113/RAISE/NEF/ra5a0ee23t.NEF";"http://193.205.194.113/RAISE/TIFF/ra5a0ee23t.TIF";"9/21/2014 12:30";"9/22/2013 10:51";"22.8 MB";"L (4928 x 3264)";"51:10.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.6";"1/100s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r49a3fb25t";"http://193.205.194.113/RAISE/NEF/r49a3fb25t.NEF";"http://193.205.194.113/RAISE/TIFF/r49a3fb25t.TIF";"9/21/2014 12:31";"9/22/2013 10:54";"20.5 MB";"L (4928 x 3264)";"54:08.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.6";"1/250s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"reedcac5dt";"http://193.205.194.113/RAISE/NEF/reedcac5dt.NEF";"http://193.205.194.113/RAISE/TIFF/reedcac5dt.TIF";"9/21/2014 12:31";"9/22/2013 10:54";"21.0 MB";"L (4928 x 3264)";"54:12.9";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.6";"1/200s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r55209051t";"http://193.205.194.113/RAISE/NEF/r55209051t.NEF";"http://193.205.194.113/RAISE/TIFF/r55209051t.TIF";"9/21/2014 12:33";"9/22/2013 10:58";"21.2 MB";"L (4928 x 3264)";"58:37.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/14";"1/50s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r6416c95et";"http://193.205.194.113/RAISE/NEF/r6416c95et.NEF";"http://193.205.194.113/RAISE/TIFF/r6416c95et.TIF";"9/21/2014 12:33";"9/22/2013 10:58";"21.4 MB";"L (4928 x 3264)";"58:47.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/14";"1/80s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r14f241e4t";"http://193.205.194.113/RAISE/NEF/r14f241e4t.NEF";"http://193.205.194.113/RAISE/TIFF/r14f241e4t.TIF";"9/21/2014 12:34";"9/22/2013 11:01";"22.0 MB";"L (4928 x 3264)";"01:03.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/100s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r12f3bbfat";"http://193.205.194.113/RAISE/NEF/r12f3bbfat.NEF";"http://193.205.194.113/RAISE/TIFF/r12f3bbfat.TIF";"9/21/2014 12:34";"9/22/2013 11:01";"20.1 MB";"L (4928 x 3264)";"01:20.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/100s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r33024b82t";"http://193.205.194.113/RAISE/NEF/r33024b82t.NEF";"http://193.205.194.113/RAISE/TIFF/r33024b82t.TIF";"9/21/2014 12:34";"9/22/2013 11:01";"19.8 MB";"L (4928 x 3264)";"01:57.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/60s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r1a60a2bdt";"http://193.205.194.113/RAISE/NEF/r1a60a2bdt.NEF";"http://193.205.194.113/RAISE/TIFF/r1a60a2bdt.TIF";"9/21/2014 12:36";"9/22/2013 11:07";"20.3 MB";"L (4928 x 3264)";"07:57.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/50s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"rc485216et";"http://193.205.194.113/RAISE/NEF/rc485216et.NEF";"http://193.205.194.113/RAISE/TIFF/rc485216et.TIF";"9/21/2014 12:36";"9/22/2013 11:09";"21.4 MB";"L (4928 x 3264)";"09:04.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/60s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"r16698b6et";"http://193.205.194.113/RAISE/NEF/r16698b6et.NEF";"http://193.205.194.113/RAISE/TIFF/r16698b6et.TIF";"9/21/2014 12:36";"9/22/2013 11:09";"21.5 MB";"L (4928 x 3264)";"09:14.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/80s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"rc114412at";"http://193.205.194.113/RAISE/NEF/rc114412at.NEF";"http://193.205.194.113/RAISE/TIFF/rc114412at.TIF";"9/21/2014 12:36";"9/22/2013 11:09";"20.6 MB";"L (4928 x 3264)";"09:18.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/80s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"rd6348f06t";"http://193.205.194.113/RAISE/NEF/rd6348f06t.NEF";"http://193.205.194.113/RAISE/TIFF/rd6348f06t.TIF";"9/21/2014 12:37";"9/22/2013 11:11";"21.0 MB";"L (4928 x 3264)";"11:35.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/50s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"rb300f4c8t";"http://193.205.194.113/RAISE/NEF/rb300f4c8t.NEF";"http://193.205.194.113/RAISE/TIFF/rb300f4c8t.TIF";"9/21/2014 12:38";"9/22/2013 11:11";"20.9 MB";"L (4928 x 3264)";"11:52.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/60s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aperture Priority";"nature; outdoor"
"rd284dfe8t";"http://193.205.194.113/RAISE/NEF/rd284dfe8t.NEF";"http://193.205.194.113/RAISE/TIFF/rd284dfe8t.TIF";"9/21/2014 12:39";"9/22/2013 11:16";"20.1 MB";"L (4928 x 3264)";"16:33.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/9";"1/320s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Programmed Auto";"nature; outdoor"
"r8a6760f5t";"http://193.205.194.113/RAISE/NEF/r8a6760f5t.NEF";"http://193.205.194.113/RAISE/TIFF/r8a6760f5t.TIF";"9/21/2014 12:43";"9/22/2013 11:53";"21.2 MB";"L (4928 x 3264)";"53:24.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/8";"1/50s";"";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manual";"nature; outdoor"
"rcf49c1cat";"http://193.205.194.113/RAISE/NEF/rcf49c1cat.NEF";"http://193.205.194.113/RAISE/TIFF/rcf49c1cat.TIF";"9/20/2014 15:48";"4/11/2014 9:31";"23.8 MB";"L (4928 x 3264)";"31:16.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"55mm";"Manual";"Single";"ON";"OFF";"f/5.6";"1/400s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r4f2c49e7t";"http://193.205.194.113/RAISE/NEF/r4f2c49e7t.NEF";"http://193.205.194.113/RAISE/TIFF/r4f2c49e7t.TIF";"9/20/2014 15:48";"4/11/2014 9:32";"17.3 MB";"L (4928 x 3264)";"32:25.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"120mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.6";"1/640s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rc5676b6dt";"http://193.205.194.113/RAISE/NEF/rc5676b6dt.NEF";"http://193.205.194.113/RAISE/TIFF/rc5676b6dt.TIF";"9/20/2014 15:48";"4/11/2014 9:32";"18.3 MB";"L (4928 x 3264)";"32:55.0";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"62mm";"AF-A";"Dynamic";"ON";"OFF";"f/9";"1/320s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r1bfbaab3t";"http://193.205.194.113/RAISE/NEF/r1bfbaab3t.NEF";"http://193.205.194.113/RAISE/TIFF/r1bfbaab3t.TIF";"9/20/2014 15:48";"4/11/2014 9:33";"17.8 MB";"L (4928 x 3264)";"33:01.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"55mm";"AF-A";"Dynamic";"ON";"OFF";"f/9";"1/320s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r65e865bet";"http://193.205.194.113/RAISE/NEF/r65e865bet.NEF";"http://193.205.194.113/RAISE/TIFF/r65e865bet.TIF";"9/20/2014 15:49";"4/11/2014 9:33";"17.6 MB";"L (4928 x 3264)";"33:38.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"170mm";"AF-A";"Dynamic";"ON";"OFF";"f/8";"1/200s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r81f4b023t";"http://193.205.194.113/RAISE/NEF/r81f4b023t.NEF";"http://193.205.194.113/RAISE/TIFF/r81f4b023t.TIF";"9/20/2014 15:49";"4/11/2014 9:34";"18.6 MB";"L (4928 x 3264)";"34:01.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Dynamic";"ON";"OFF";"f/8";"1/200s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rea89523ct";"http://193.205.194.113/RAISE/NEF/rea89523ct.NEF";"http://193.205.194.113/RAISE/TIFF/rea89523ct.TIF";"9/20/2014 15:50";"4/11/2014 9:34";"17.5 MB";"L (4928 x 3264)";"34:32.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Dynamic";"ON";"OFF";"f/10";"1/320s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
